name,jurisdiction,jurisdictionType,entityType,status,statusDescription,birthyear,birthmonth,birthday,deathyear,deathmonth,deathday,zipcode
MANDARIN MARINE COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,16,2010,11,22,10174
GALLERY 77 N.V.,NETHERLANDS ANTILLES,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,12,16,NONE,NONE,NONE,10018
RIZHAO STEEL SHIPPING PTE. LIMITED,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,16,2010,12,07,10036
JBU LOGGERS PTE. LTD.,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,16,2010,07,27,10019
GEMMILL INTERNATIONAL SHIPPING LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,17,2010,09,21,10174
SK SHIPPING CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,,2008,12,17,NONE,NONE,NONE,10006
WEST-LOT LIMITED,CYPRUS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,12,17,2011,10,26,10011
BEIJING SHOURONG FORWARDING SERVICE CO. LIMITED,CHINA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,12,17,2011,10,26,10036
J. B. UGLAND SHIPPING SINGAPORE PTE. LTD.,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,17,2010,07,08,10019
NEW TIME INTERNATIONAL SHIPPING (HOLDING) CO. LIMITED,HONG KONG,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2008,12,17,NONE,NONE,NONE,10011
DELFI S.A.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,17,2010,05,25,10005
INTERNATIONAL MARINE SERVICES LIMITED,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,17,2010,06,10,10005
CONTI LINES HK LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,12,18,NONE,NONE,NONE,10011
APOLLO PRINCIPAL HOLDINGS VII GP LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,12,18,2011,10,26,10019
YOLANDA MARITIME LTD.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,18,2010,05,25,10005
EMPRESA MARITIMA S.A.,CHILE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,12,19,2011,10,26,10006
IMS S.A.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,22,2010,06,15,10005
GALSWORTHY LIMITED,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,22,2010,10,01,10174
WOKEFIELD ENTERPRISES LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,22,2010,09,30,10174
TIMEPLUS LIMITED,BOLIVIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,22,2010,10,15,10174
ELSTEAD LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,22,2010,10,01,10174
JAMBO HOLDINGS LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,12,22,2011,10,26,10017
FMG CHICHESTER PTY LTD,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,22,2011,01,31,10174
FORTESCUE METALS GROUP LTD,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,22,2011,01,31,10174
DAMATO DI NAVIGAZIONE S.P.A.,ITALY,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,12,22,2011,10,26,10011
ATWELL ENTERPRISES LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,22,2010,10,04,10174
FLAME SA,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,12,22,NONE,NONE,NONE,10001
SOMPOL TRADING LIMITED,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,23,2010,10,01,10174
J. B. UGLAND SHIPPING AS,NORWAY,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,23,2010,08,27,10019
RIZZO-BOTTIGLIERI-DE CARLINI ARMATORI SOCIETAPER AZIONI,ITALY,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,12,23,2012,01,25,10036
J. B. UGLAND DRY BULK AS,NORWAY,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,23,2010,08,20,10019
MARINE TRADE S.A.,LUXEMBOURG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,24,2011,06,17,10018
CONTI-LINES N.V.,BAHRAIN,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,12,24,NONE,NONE,NONE,10011
ALITALIA - COMPAGNIA AEREA ITALIANA S.P.A.,ITALY,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,12,26,NONE,NONE,NONE,10022
DUNMORE OVERSEAS GROUP S.A.,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,12,26,2011,10,26,10022
SINOM (HONG KONG) LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,26,2011,12,13,10011
CONTINENTAL LINES,BELGIUM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,12,26,NONE,NONE,NONE,10011
PACIFIC BULK SHIPPING (CAYMAN) LIMITED,CAYMAN ISLANDS,world,FOREIGN LIMITED LIABILITY COMPANY,INACTIVE,SURRENDER OF AUTHORITY,2008,12,26,2009,08,05,10170
MARIMED AGENCIES (UK) LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,29,2011,05,26,10011
MAREX USA LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2008,12,30,NONE,NONE,NONE,10022
RIZHAO STEEL WIRE CO. LTD.,CHINA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,30,2010,12,07,10036
SHAGANG SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2008,12,30,NONE,NONE,NONE,10011
MARIMED SHIPPING LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,30,2011,05,26,10011
GOLDMAN SACHS CATASTROPHE RISK PREMIUM OPPORTUNITIES MASTER FUND III L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2008,12,31,NONE,NONE,NONE,10004
GOLDMAN SACHS CATASTROPHE RISK PREMIUM OPPORTUNITIES FUND OFFSHORE III L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2008,12,31,NONE,NONE,NONE,10004
SINOTRANS LIMITED PROJECT TRANSPORTATION BRANCH,CHINA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,31,2012,01,12,10170
ORIENTAL GIANT PTE. LTD.,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2008,12,31,2010,02,10,10038
ALLIANCE MARINE SERVICES LTD.,CAYMAN ISLANDS,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2008,12,31,NONE,NONE,NONE,10018
E.G. CAPITAL S.A.,LUXEMBOURG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2008,12,31,2011,10,26,10107
MANATUCK HILL NAVIGATOR MASTER FUND L.P.,BRITISH VIRGIN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2009,01,02,NONE,NONE,NONE,10022
ARMADA SHIPPING SA,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,05,2011,10,26,10011
GURU CORPORATION LIMITED,MARSHALL ISLANDS,world,FOREIGN LIMITED LIABILITY COMPANY,INACTIVE,SURRENDER OF AUTHORITY,2009,01,06,2010,03,23,10170
AGROCORP INTERNATIONAL PTE LTD.,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,07,2011,10,26,10011
INTERNATIONAL OIL OVERSEAS INC.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,08,2011,04,06,10005
LOGISTICA HOLDING LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,08,2011,10,26,10011
E D & F MAN SHIPPING LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,08,2011,10,26,10011
ULTRABULK S.A.,PANAMA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,09,2011,08,11,10024
GRAND SMOOTH INTERNATIONAL LIMITED,BOLIVIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,09,2011,10,26,10005
HUGEJOY INTERNATIONAL LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,09,2011,10,26,10005
EUROPA MARITIME S.A.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2009,01,12,NONE,NONE,NONE,10005
FMG RESOURCES (AUGUST 2006) PTY LTD,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,12,2010,12,13,10174
RGL INTERNATIONAL CO. LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,12,2012,03,02,10170
JSK SHIPPING CO. LTD.,"KOREA,SOUTH",world,FOREIGN LIMITED LIABILITY COMPANY,INACTIVE,SURRENDER OF AUTHORITY,2009,01,13,2009,03,31,10170
DIAS SHIPPING INC.,MARSHALL ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,13,2011,10,26,10036
APOLLO PRINCIPAL HOLDINGS VIII GP LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,13,2011,10,26,10019
GIUSEPPE BOTTIGLIERI SHIPPING COMPANY S.P.A.,ITALY,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,13,2011,05,03,10018
APOLLO PRINCIPAL HOLDINGS IX L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2009,01,13,NONE,NONE,NONE,10019
APOLLO PRINCIPAL HOLDINGS IX GP LTD.,CAYMAN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,13,2011,10,26,10019
WINEASE INVESTMENTS LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,14,2011,10,26,10005
RIO TINTO SHIPPING (ASIA) PTE. LTD.,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,14,2011,10,26,10036
APOLLO PRINCIPAL HOLDINGS VIII L.P.,CAYMAN ISLANDS,world,FOREIGN LIMITED PARTNERSHIP,ACTIVE,NONE,2009,01,14,NONE,NONE,NONE,10019
WORLD FUEL SERVICES EUROPE LTD.,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2009,01,15,NONE,NONE,NONE,10018
TRANSPORTES GENERALES TRANSGESA S.A.,CHILE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,15,2010,06,08,10006
DAEHAN SHIPBUILDING CO. LTD.,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2009,01,15,NONE,NONE,NONE,10011
SHUN SHING SHIPPING LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,16,2011,10,26,10005
RIO TINTO SHIPPING PTY. LIMITED,AUSTRALIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,16,2011,10,26,10036
CONCORDIA AGRITRADING PTE LTD,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,20,2011,10,26,10036
MARUBENI INTERNATIONAL PETROLEUM (SINGAPORE) PTE LTD,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,20,2011,10,26,10005
BORGSHIP TANKERS INC.,MARSHALL ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,21,2010,07,15,10004
WORLDLINK FREIGHT FUTURES LIMITED,BOLIVIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,21,2011,10,26,10011
SEA UNITY SHIPPING COMPANY,MARSHALL ISLANDS,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2009,01,21,NONE,NONE,NONE,10279
ADDRISE LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,21,2011,10,26,10011
LION SHIPHOLDING S.A.,LIBERIA,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2009,01,21,NONE,NONE,NONE,10005
HEBEI LION SHIPPING CO. LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,10,10038
HEBEI INNOVATOR SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,10,10038
HEBEI EAGLE SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,02,10038
DANNEBROG REDERI A/S,DENMARK,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,07,15,10004
HEBEI DIAMOND SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,16,10038
HEBEI AMBITION SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,10,10038
HEBEI LOYALTY SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,10,10038
NCS TREASURE SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,16,10038
NCS WARRIOR SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,04,10038
HEBEI RAINBOW SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,16,10038
NCS WINNER SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,04,10038
NCS ARROW SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,04,10038
NORDANA LINE A/S,DENMARK,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,07,15,10004
HEBEI PEACE SHIPPING CO. LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,16,10038
NCS GLORY SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,05,10038
NCS MERCY SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,04,10038
HEBEI EXPRESS SHIPPING CO. LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,16,10038
AMEROPA AG,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,22,2011,10,26,10018
HEBEI COURAGE SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,02,10,10038
NCS GENERAL SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,04,10038
NCS VICTORY SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,04,10038
NIDERA SEMENTES LTDA,BRAZIL,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,22,2011,10,26,10036
INDORE CORPORATION LIMITED,MARSHALL ISLANDS,world,FOREIGN LIMITED LIABILITY COMPANY,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,23,10170
CHINA NATIONAL CHARTERING CO. LTD.,CHINA,world,FOREIGN LIMITED LIABILITY COMPANY,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,03,10170
NCS PEARL SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,04,10038
ARPENI PRATAMA OCEAN LINE TBK PT,INDONESIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2011,05,20,10174
ZHEJIANG ZHENGHE SHIPBUILDING CO. LTD.,CHINA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,22,2011,10,26,10005
KOREA LINE CORPORATION,"KOREA,SOUTH",world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,10,15,10170
NCS SUCCESS SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,22,2010,03,04,10038
MARVEL ULUSLARARASI ISLETMECILIK VE TASIMACILIK LIMITED SIRKETI,TURKEY,world,FOREIGN LIMITED LIABILITY COMPANY,ACTIVE,NONE,2009,01,22,NONE,NONE,NONE,10005
M.Y. SHIPPING PRIVATE LIMITED,INDIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,23,2011,10,26,10005
STALMER SHIPPING COMPANY LIMITED,CYPRUS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,23,2011,10,26,10005
AQUA BELLA SHIPPING COMPANY LIMITED,CYPRUS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,23,2011,10,26,10005
THAI STAR MARITIME LIMITED,CYPRUS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,23,2011,10,26,10005
CARDIFF MARINE INC.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,23,2010,07,22,10005
NCML EXIM PRIVATE LIMITED,INDIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,23,2011,10,26,10016
DRYSHIPS INC.,MARSHALL ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,26,2010,07,22,10005
AMEROPA SA,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,26,2011,10,26,10018
A.C.C. INTERNATIONAL INC.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2009,01,26,NONE,NONE,NONE,10011
NIDERA AGROCOMERCIAL S.A.,SPAIN,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,27,2011,10,26,10036
GANDER CAPITAL ADVISORS LTD,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,27,2011,10,26,10019
K S OILS LIMITED,INDIA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2009,01,27,NONE,NONE,NONE,10016
T.K.B. SHIPPING A/S,DENMARK,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,28,2010,05,11,10107
CUSTODIA SHIPPING A/S,DENMARK,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,28,2011,10,26,10011
DRYBULK S.A.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,28,2010,07,22,10005
OINOUSSIAN ENTERPRISES INC.,MARSHALL ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,28,2011,10,26,10036
FRETRADE LTD.,BERMUDA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2009,01,28,NONE,NONE,NONE,10011
ALLSAINTS USA LIMITED,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2009,01,29,NONE,NONE,NONE,10016
SINOTRANS (U.K.) LTD,UNITED KINGDOM,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,29,2010,08,23,11354
G. BROS MARITIME S.A.,MARSHALL ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,29,2011,10,26,10011
GRAND MAX MARINE LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,29,2010,08,23,11354
DIAMANTIS PATERAS MARITIME LTD.,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,29,2011,10,26,10036
HEBEI WISDOM SHIPPING COMPANY LIMITED,HONG KONG,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,29,2010,02,10,10038
INTERNATIONAL MARINE UNITED CO. LIMITED,BRITISH VIRGIN ISLANDS,world,FOREIGN BUSINESS CORPORATION,INACTIVE,DISSOLUTION BY PROCLAMATION / ANNULMENT OF AUTHORITY,2009,01,29,2011,10,26,10011
BULK TRADING SA,SWITZERLAND,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,30,2010,04,19,10004
CETRAGPA ASIA PTE. LTD.,SINGAPORE,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,30,2011,02,28,10174
PRIMERA MARITIME (HELLAS) LIMITED,LIBERIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,01,30,2009,11,04,10004
IGUZZINI LIGHTING NORTH AMERICA INC.,CANADA,world,FOREIGN BUSINESS CORPORATION,ACTIVE,NONE,2009,02,02,NONE,NONE,NONE,10010
NORTH CHINA SHIPPING (TIANJIN) CO. LTD.,CHINA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,02,02,2010,02,16,10038
AGARWAL COAL CORPORATION PRIVATE LIMITED,INDIA,world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,02,02,2011,03,25,10018
HORIZON SHIPPING LTD.,"BAHAMAS, THE",world,FOREIGN BUSINESS CORPORATION,INACTIVE,SURRENDER OF AUTHORITY,2009,02,03,2011,09,14,10024
